date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
06:02:50	4117/4117	---M--	200	added ('OK')	image/png	etag:%22bb001e8-1015-4f1118de25100%22	http://katielovesairbnb.com/BNB_files/img/arrow.png	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/img/arrow.png	(from http://katielovesairbnb.com/)
06:03:00	139846/139846	---M--	200	added ('OK')	image/png	etag:%22bb00201-22246-4f4817ba1c340%22	http://katielovesairbnb.com/BNB_files/img/homesplash4.png	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/img/homesplash4.png	(from http://katielovesairbnb.com/)
06:03:07	122568/122568	---M--	200	added ('OK')	image/png	etag:%22bb001ec-1dec8-4f0c65ccd6c80%22	http://katielovesairbnb.com/BNB_files/img/bookswglobe2.png	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/img/bookswglobe2.png	(from http://katielovesairbnb.com/)
06:03:25	162704/162704	---M--	200	added ('OK')	image/png	etag:%22bb001bc-27b90-4f41d84cb7d80%22	http://katielovesairbnb.com/BNB_files/iphone.png	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/iphone.png	(from http://katielovesairbnb.com/)
06:04:49	710911/710911	---M--	200	added ('OK')	image/png	etag:%22bb001f3-ad8ff-4f481c80b87c0%22	http://katielovesairbnb.com/BNB_files/img/custom.png	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/img/custom.png	(from http://katielovesairbnb.com/)
06:04:54	4789/4789	---M--	200	added ('OK')	image/png	etag:%22bb001f2-12b5-4f123c67be3c0%22	http://katielovesairbnb.com/BNB_files/img/cloudsm.png	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/img/cloudsm.png	(from http://katielovesairbnb.com/)
06:04:56	8317/8317	---M-Z	200	added ('OK')	text/html	etag:%22bb001b8-207d-5007b3bb13580-gzip%22	http://katielovesairbnb.com/three_questions.html	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/three_questions.html	(from http://katielovesairbnb.com/)
06:05:02	595006/595006	---M--	200	added ('OK')	image/png	etag:%22bb001e4-9143e-4f0c763e5b800%22	http://katielovesairbnb.com/BNB_files/img/adventures.png	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/img/adventures.png	(from http://katielovesairbnb.com/)
06:05:09	19972/19972	---M--	200	added ('OK')	image/gif	etag:%22bb00207-4e04-4f0d639122280%22	http://katielovesairbnb.com/BNB_files/img/meshirt3sec.gif	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/img/meshirt3sec.gif	(from http://katielovesairbnb.com/)
06:05:12	100658/100658	---M--	200	added ('OK')	image/png	etag:%22bb001ed-18932-4f0cf6e57ffc0%22	http://katielovesairbnb.com/BNB_files/img/brianjoenathan.png	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/img/brianjoenathan.png	(from http://katielovesairbnb.com/)
06:05:13	2383/2383	---M--	200	added ('OK')	image/png	etag:%22bb00249-94f-4f0fe79d1e1c0%22	http://katielovesairbnb.com/BNB_files/img/icons/twitter.png	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/img/icons/twitter.png	(from http://katielovesairbnb.com/)
06:05:16	2540/2540	---M--	200	added ('OK')	image/png	etag:%22bb0024a-9ec-4f0fe8f564e00%22	http://katielovesairbnb.com/BNB_files/img/icons/twitterlite.png	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/img/icons/twitterlite.png	(from http://katielovesairbnb.com/)
06:05:19	1710/1710	---M--	200	added ('OK')	image/png	etag:%22bb00238-6ae-4f0fe7b4017c0%22	http://katielovesairbnb.com/BNB_files/img/icons/fb.png	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/img/icons/fb.png	(from http://katielovesairbnb.com/)
06:05:23	1935/1935	---M--	200	added ('OK')	image/png	etag:%22bb00239-78f-4f0fe94768f80%22	http://katielovesairbnb.com/BNB_files/img/icons/fblite.png	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/img/icons/fblite.png	(from http://katielovesairbnb.com/)
06:05:28	2686/2686	---M--	200	added ('OK')	image/png	etag:%22bb00242-a7e-4f0fe7c067500%22	http://katielovesairbnb.com/BNB_files/img/icons/pinterest.png	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/img/icons/pinterest.png	(from http://katielovesairbnb.com/)
06:05:30	2878/2878	---M--	200	added ('OK')	image/png	etag:%22bb00243-b3e-4f0fe92f91740%22	http://katielovesairbnb.com/BNB_files/img/icons/pinterestlite.png	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/img/icons/pinterestlite.png	(from http://katielovesairbnb.com/)
06:05:35	1921/1921	---M--	200	added ('OK')	image/png	etag:%22bb00245-781-4f0fe80f8efc0%22	http://katielovesairbnb.com/BNB_files/img/icons/tumblr.png	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/img/icons/tumblr.png	(from http://katielovesairbnb.com/)
06:05:39	2131/2131	---M--	200	added ('OK')	image/png	etag:%22bb00246-853-4f0fe914dd840%22	http://katielovesairbnb.com/BNB_files/img/icons/tumblrlite.png	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/img/icons/tumblrlite.png	(from http://katielovesairbnb.com/)
06:05:42	2629/2629	---M--	200	added ('OK')	image/png	etag:%22bb0023e-a45-4f1200c5531c0%22	http://katielovesairbnb.com/BNB_files/img/icons/mail.png	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/img/icons/mail.png	(from http://katielovesairbnb.com/)
06:05:45	2796/2796	---M--	200	added ('OK')	image/png	etag:%22bb00241-aec-4f120080a8fc0%22	http://katielovesairbnb.com/BNB_files/img/icons/maillite.png	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/img/icons/maillite.png	(from http://katielovesairbnb.com/)
06:05:48	6008/6008	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Jun%202020%2000:35:49%20GMT	http://katielovesairbnb.com/js/libs/jquery-1.7.1.min.js	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/js/libs/jquery-1.7.1.min.js	(from http://katielovesairbnb.com/)
06:05:52	2321/2321	---M--	200	added ('OK')	application/javascript	etag:%22bb00251-911-4f0aae30980c0%22	http://katielovesairbnb.com/BNB_files/js/jquery-color.min.js	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/js/jquery-color.min.js	(from http://katielovesairbnb.com/)
06:05:54	31247/31247	---M--	200	added ('OK')	application/javascript	etag:%22bb00252-7a0f-4f0aae30980c0%22	http://katielovesairbnb.com/BNB_files/js/jquery-ui-1.8.18.custom.min.js	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/js/jquery-ui-1.8.18.custom.min.js	(from http://katielovesairbnb.com/)
06:05:54	1190/1190	---M--	200	added ('OK')	application/javascript	etag:%22bb00259-4a6-4f0aae30980c0%22	http://katielovesairbnb.com/BNB_files/js/touchpunch.min.js	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/js/touchpunch.min.js	(from http://katielovesairbnb.com/)
06:06:02	11417/11417	---M--	200	added ('OK')	application/javascript	etag:%22bb0024e-2c99-4f0aae318c300%22	http://katielovesairbnb.com/BNB_files/js/PxLoader.js	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/js/PxLoader.js	(from http://katielovesairbnb.com/)
06:06:04	2910/2910	---M--	200	added ('OK')	application/javascript	etag:%22bb0024f-b5e-4f0aae318c300%22	http://katielovesairbnb.com/BNB_files/js/PxLoaderImage.js	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/js/PxLoaderImage.js	(from http://katielovesairbnb.com/)
06:06:10	86446/86446	---M--	200	added ('OK')	application/javascript	etag:%22bb00255-151ae-4f0aae318c300%22	http://katielovesairbnb.com/BNB_files/js/raphael.js	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/js/raphael.js	(from http://katielovesairbnb.com/)
06:06:11	41582/41582	---M--	200	added ('OK')	application/javascript	etag:%22bb00258-a26e-4f11f321ec480%22	http://katielovesairbnb.com/BNB_files/js/script.js	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/js/script.js	(from http://katielovesairbnb.com/)
06:06:15	7389/7389	---M--	200	added ('OK')	application/javascript	etag:%22bb002a8-1cdd-4e0e541263c00%22	http://katielovesairbnb.com/lightbox/js/lightbox-2.6.min.js	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/lightbox/js/lightbox-2.6.min.js	(from http://katielovesairbnb.com/)
06:06:16	5225/5225	---M--	200	added ('OK')	text/css	etag:%22bb001c0-1469-4f0e948301700%22	http://katielovesairbnb.com/BNB_files/css/reset.css	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/css/reset.css	(from http://katielovesairbnb.com/)
06:06:19	974/974	---M--	200	added ('OK')	image/png	etag:%22bb001fa-3ce-4f0ab1a782d40%22	http://katielovesairbnb.com/BNB_files/img/footer-clock.png	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/img/footer-clock.png	(from http://katielovesairbnb.com/BNB_files/css/style.css)
06:06:20	6008/6008	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Jun%202020%2000:36:21%20GMT	http://katielovesairbnb.com/BNB_files/img/footer-timer-div.png	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/img/footer-timer-div.png	(from http://katielovesairbnb.com/BNB_files/css/style.css)
06:06:22	6008/6008	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Jun%202020%2000:36:23%20GMT	http://katielovesairbnb.com/BNB_files/img/footer-twitter-logo.png	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/img/footer-twitter-logo.png	(from http://katielovesairbnb.com/BNB_files/css/style.css)
06:06:24	6008/6008	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Jun%202020%2000:36:25%20GMT	http://katielovesairbnb.com/BNB_files/img/footer-tweet-now.png	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/img/footer-tweet-now.png	(from http://katielovesairbnb.com/BNB_files/css/style.css)
06:06:32	6008/6008	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Jun%202020%2000:36:32%20GMT	http://katielovesairbnb.com/BNB_files/img/footer-google.png	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/img/footer-google.2f.delayed	(from http://katielovesairbnb.com/BNB_files/css/style.css)
06:06:35	6008/6008	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Jun%202020%2000:36:35%20GMT	http://katielovesairbnb.com/BNB_files/img/footer-tab.png	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/img/footer-tab.png	(from http://katielovesairbnb.com/BNB_files/css/style.css)
06:07:00	294065/294065	---M--	200	added ('OK')	image/jpeg	etag:%22bb001f8-47cb1-48fb4c2af5b80%22	http://katielovesairbnb.com/BNB_files/img/fawn.jpg	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/img/fawn.jpg	(from http://katielovesairbnb.com/BNB_files/css/style.css)
06:07:02	6008/6008	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Jun%202020%2000:37:03%20GMT	http://katielovesairbnb.com/BNB_files/img/slider-bg.png	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/img/slider-bg.32.delayed	(from http://katielovesairbnb.com/BNB_files/css/style.css)
06:07:04	6008/6008	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Jun%202020%2000:37:04%20GMT	http://katielovesairbnb.com/BNB_files/img/slider-handle.png	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/img/slider-handle.png	(from http://katielovesairbnb.com/BNB_files/css/style.css)
06:07:05	6008/6008	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Jun%202020%2000:37:06%20GMT	http://katielovesairbnb.com/BNB_files/img/slider-highlight.png	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/img/slider-highlight.png	(from http://katielovesairbnb.com/BNB_files/css/style.css)
06:07:07	6008/6008	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Jun%202020%2000:37:07%20GMT	http://katielovesairbnb.com/BNB_files/img/s2-background.png	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/img/s2-background.png	(from http://katielovesairbnb.com/BNB_files/css/style.css)
06:07:08	6008/6008	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Jun%202020%2000:37:09%20GMT	http://katielovesairbnb.com/BNB_files/img/s4-person1.png	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/img/s4-person1.png	(from http://katielovesairbnb.com/BNB_files/css/style.css)
06:07:10	6008/6008	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Jun%202020%2000:37:10%20GMT	http://katielovesairbnb.com/BNB_files/img/s4-person2.png	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/img/s4-person2.png	(from http://katielovesairbnb.com/BNB_files/css/style.css)
06:07:11	228934/228934	---M--	200	added ('OK')	image/jpeg	etag:%22bb001e9-37e46-48fb4be463500%22	http://katielovesairbnb.com/BNB_files/img/bark.jpg	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/img/bark.jpg	(from http://katielovesairbnb.com/BNB_files/css/style.css)
06:07:12	6008/6008	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Jun%202020%2000:37:12%20GMT	http://katielovesairbnb.com/BNB_files/img/s5-people.png	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/img/s5-people.png	(from http://katielovesairbnb.com/BNB_files/css/style.css)
06:07:13	6008/6008	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Jun%202020%2000:37:14%20GMT	http://katielovesairbnb.com/BNB_files/img/s5-bin.png	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/img/s5-bin.png	(from http://katielovesairbnb.com/BNB_files/css/style.css)
06:07:15	6008/6008	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Jun%202020%2000:37:16%20GMT	http://katielovesairbnb.com/BNB_files/img/s6-hand-right.png	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/img/s6-hand-right.png	(from http://katielovesairbnb.com/BNB_files/css/style.css)
06:07:17	6008/6008	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Jun%202020%2000:37:18%20GMT	http://katielovesairbnb.com/BNB_files/img/s6-hand-left.png	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/img/s6-hand-left.png	(from http://katielovesairbnb.com/BNB_files/css/style.css)
06:07:19	6008/6008	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Jun%202020%2000:37:19%20GMT	http://katielovesairbnb.com/BNB_files/img/s7-main.png	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/img/s7-main.png	(from http://katielovesairbnb.com/BNB_files/css/style.css)
06:07:21	280/280	---M--	200	added ('OK')	image/png	etag:%22bb0028e-118-4e0e541263c00%22	http://katielovesairbnb.com/lightbox/img/close.png	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/lightbox/img/close.png	(from http://katielovesairbnb.com/lightbox/css/lightbox.css)
06:07:23	8476/8476	---M--	200	added ('OK')	image/gif	etag:%22bb0028f-211c-4e0e541263c00%22	http://katielovesairbnb.com/lightbox/img/loading.gif	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/lightbox/img/loading.gif	(from http://katielovesairbnb.com/lightbox/css/lightbox.css)
06:07:26	1360/1360	---M--	200	added ('OK')	image/png	etag:%22bb00291-550-4e0e541263c00%22	http://katielovesairbnb.com/lightbox/img/prev.png	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/lightbox/img/prev.png	(from http://katielovesairbnb.com/lightbox/css/lightbox.css)
06:07:29	1350/1350	---M--	200	added ('OK')	image/png	etag:%22bb00290-546-4e0e541263c00%22	http://katielovesairbnb.com/lightbox/img/next.png	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/lightbox/img/next.png	(from http://katielovesairbnb.com/lightbox/css/lightbox.css)
06:10:12	4821697/4821697	---M--	200	added ('OK')	video/mp4	etag:%22bb001bd-4992c1-4f4219e03f440%22	http://katielovesairbnb.com/BNB_files/passdemo1.mp4	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/passdemo1.mp4	(from http://katielovesairbnb.com/)
06:10:16	983/983	---M--	200	added ('OK')	text/css	etag:%22bb0025b-3d7-4f4552706d7c0%22	http://katielovesairbnb.com/css/style.css	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/css/style.css	(from http://katielovesairbnb.com/three_questions.html)
06:10:24	1699/1699	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Jun%202020%2000:40:24%20GMT	http://www.chabolla.com/portfolio/img/fine_art/gunnar.jpg	C:/My%20Web%20Sites/Blume/www.chabolla.com/portfolio/img/fine_art/gunnar.43.delayed	(from http://katielovesairbnb.com/three_questions.html)
06:10:51	293484/293484	---M--	200	added ('OK')	image/png	etag:%22bb001b6-47a6c-4f453b19a8780%22	http://katielovesairbnb.com/omiyage.png	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/omiyage.png	(from http://katielovesairbnb.com/three_questions.html)
06:10:52	93868/93868	---M--	200	added ('OK')	application/javascript	etag:%22bb00253-16eac-4f0aae30980c0%22	http://katielovesairbnb.com/BNB_files/js/jquery.min.js	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/js/jquery.min.js	(from http://katielovesairbnb.com/)
06:10:52	96381/96381	---MC-	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/1.11.0/jquery.min.js	C:/My%20Web%20Sites/Blume/ajax.googleapis.com/ajax/libs/jquery/1.11.0/jquery.min.js	(from http://katielovesairbnb.com/three_questions.html)
06:10:54	6008/6008	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Jun%202020%2000:40:54%20GMT	http://katielovesairbnb.com/BNB_files/css/fonts/wwf-webfont.eot	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/css/fonts/wwf-webfont.45.delayed	(from http://katielovesairbnb.com/BNB_files/css/reset.css)
06:10:55	6008/6008	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Jun%202020%2000:40:56%20GMT	http://katielovesairbnb.com/BNB_files/css/fonts/wwf-webfont.eot?	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/css/fonts/wwf-webfontd41d.eot	(from http://katielovesairbnb.com/BNB_files/css/reset.css)
06:10:56	6008/6008	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Jun%202020%2000:40:57%20GMT	http://katielovesairbnb.com/BNB_files/css/fonts/wwf-webfont.woff	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/css/fonts/wwf-webfont.woff	(from http://katielovesairbnb.com/BNB_files/css/reset.css)
06:11:00	6008/6008	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Jun%202020%2000:41:00%20GMT	http://katielovesairbnb.com/BNB_files/css/fonts/wwf-webfont.ttf	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/css/fonts/wwf-webfont.ttf	(from http://katielovesairbnb.com/BNB_files/css/reset.css)
06:11:01	6008/6008	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Jun%202020%2000:41:01%20GMT	http://katielovesairbnb.com/BNB_files/css/fonts/wwf-webfont.svg	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/css/fonts/wwf-webfont.svg	(from http://katielovesairbnb.com/BNB_files/css/reset.css)
06:11:04	6008/6008	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Jun%202020%2000:41:04%20GMT	http://katielovesairbnb.com/BNB_files/img/footer-facebook.png	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/img/footer-facebook.png	(from http://katielovesairbnb.com/BNB_files/css/style.css)
06:11:49	5248314/5248314	UR-M--	200	added ('Partial%20Content')	video/ogg	etag:%22bb001be-50153a-4f421b5151b00%22	http://katielovesairbnb.com/BNB_files/passdemo1.ogv	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/BNB_files/passdemo1.ogv	(from http://katielovesairbnb.com/)
06:12:05	294065/294065	---M--	200	added ('OK')	image/jpeg	etag:%22bb001b4-47cb1-48fb4c2af5b80%22	http://katielovesairbnb.com/fawn.jpg	C:/My%20Web%20Sites/Blume/katielovesairbnb.com/fawn.jpg	(from http://katielovesairbnb.com/css/style.css)
